player_name,player_link_ep,nation,position,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
Brady Murray,https://www.eliteprospects.com/player/9440/brady-murray,USA / Canada,C/W,178,83,L,,,"('5', '152', '2003')","['1-time U20 WJC Gold Medal', '1-time NL Most Goals']","Brady Murray is a very fast forward who reads and understands the game very well. He has very good skating skills and knows where to go on the ice when his team is playing the offensive way. He also knows perfectly how to put the puck in the net but can't play physically. As he took his first licence in Switzerland while his father Andy Murray was coaching in Zug and Lugano. (Cedric Martin)

Plays with a Swiss Player-licence and doesn't count against the foreign-contingent in Switzerland."
Joe Jensen,https://www.eliteprospects.com/player/11719/joe-jensen,USA,C/LW,180,82,L,,,"('8', '232', '2003')",[],"Father: Paul Jensen
Brother: Jim Jensen
Uncle: David Jensen
Cousins: Beau Jensen, Jeff Jensen, Nate Jensen, Nick Jensen & Steve Jensen, Eric Jensen"
Jonathan Ericsson,https://www.eliteprospects.com/player/1346/jonathan-ericsson,Sweden,D,195,99,L,['Defensive Defenseman'],,"('9', '291', '2002')","['1-time Olympic Silver Medal', '1-time World Championship Bronze Medal']","A large and strong defenceman. Good reach and strength, has a heavy shot. Gives a quick opening pass. Has improved physically during his time in North America."
Ivan Baranka,https://www.eliteprospects.com/player/9654/ivan-baranka,Slovakia,D,188,93,L,,,"('2', '50', '2003')","['1-time U18 WJC Silver Medal', '1-time World Championship Silver Medal']",
Tom Cavanagh,https://www.eliteprospects.com/player/10632/tom-cavanagh,USA,C,178,82,L,,,"('6', '182', '2001')",['2-time NCAA (ECAC) Champion'],"Cavanagh, 28, died on January 6, 2011, of suicide by jumping, in Providence, R.I."
Mattias Ritola,https://www.eliteprospects.com/player/2050/mattias-ritola,Sweden,LW/RW,182,89,L,"['Dangler', 'Offensive Forward']",,"('4', '103', '2005')","['1-time J18 SM Gold Medal', '1-time U18 WJC Bronze Medal']","Ritola is a two-way forward with fine stickhandling and puckhandling skills. He has good on-ice vision, and is physically strong. Is a pretty good shot."
Jack Hillen,https://www.eliteprospects.com/player/17778/jack-hillen,USA,D,178,86,L,,,,"['1-time NCAA (West) First All-American Team', '1-time USHS-MN State Champion']",
Kyle Turris,https://www.eliteprospects.com/player/11345/kyle-turris,Canada,C/RW,185,86,R,,,"('1', '3', '2007')","['1-time WJAC-19 Gold Medal', '1-time U20 WJC Gold Medal', '1-time World Championship Silver Medal', '1-time BCHL Champion', '1-time BCHL Most Goals', '1-time CJHL RBC Player of the Year', '1-time WJAC-19 Most Points', '1-time WJAC-19 Tournament MVP']","A two-way center, Turris oozes skill. He has great hockey sense and passing ability. Can also pick a spot with his quick wrist shot. Skates very well, has an effortless stride.

Still needs to add bulk and strength in order to take the next step."
Brandon Nolan,https://www.eliteprospects.com/player/8361/brandon-nolan,Canada / USA,C,185,92,L,,,"('4', '111', '2003')",['1-time OHL Second All-Star Team'],"Father: Ted Nolan
Brother: Jordan Nolan"
Brian Lee,https://www.eliteprospects.com/player/9218/brian-lee,USA,D,190,91,R,,,"('1', '9', '2005')",['1-time U20 WJC Bronze Medal'],Brother: John Lee
Ryan Stone,https://www.eliteprospects.com/player/11536/ryan-stone,Canada,LW,188,90,L,,,"('2', '32', '2003')","['1-time WHL (East) First All-Star Team', '1-time WHL Most Assists']","Stone was a tough and hard working winger who also could play center. Not afraid to drop gloves if needed, he also had decent hands and good leadership qualities.
- Erik K."
Sami Lepistö,https://www.eliteprospects.com/player/4127/sami-lepisto,Finland,D,185,86,L,['Two-Way Defenseman'],,"('3', '66', '2004')","['1-time World Championship Gold Medal', '1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '2-time Olympic Bronze Medal', '1-time AHL Calder Cup Champion', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman']",Father: Jussi Lepistö
Kevin Doell,https://www.eliteprospects.com/player/11567/kevin-doell,Canada,C,181,86,R,,,,"['1-time AHL Calder Cup Champion', '1-time ECHL All-Rookie Team', '1-time ECHL Rookie of the Year (John A Daley Trophy)', '1-time ICEHL Champion', '1-time SJHL Most Points', '1-time SJHL Most Valuable Player', '1-time SJHL Player of the Year']","A hard-working two-way center, Doell is an all-round player with grit. He doesn't have the best puck control and could shoot more often, but has been productive in minor leages. A reliable penalty killer, good faceoff guy."
Robbie Earl,https://www.eliteprospects.com/player/9414/robbie-earl,USA,C/LW,183,88,L,['Speedster'],,"('6', '187', '2004')","['1-time NCAA (Championship) Winner', '1-time Spengler Cup Winner']","Earl sticks out with his explosive skating ability, high intensity level, and fine work ethic. Knows how to play any forward position.
Has scoring ability as well as two-way potential, but lacks a bit in size.
- Erik K."
David Brine,https://www.eliteprospects.com/player/14084/david-brine,Canada / Croatia,C,185,91,L,,,,[],"A hard working forward, Brine is a two-way center. An asset on the penalty kill, he also posesses decent skills on offense."
Matt Hunwick,https://www.eliteprospects.com/player/9418/matt-hunwick,USA,D,180,88,L,,,"('7', '224', '2004')","['1-time U20 WJC Gold Medal', '1-time World Championship Bronze Medal', '1-time NCAA (CCHA) Champion', '1-time NCAA (West) Second All-American Team']","A somewhat undersized defenseman. Plays a safe, well-rounded game. Skates and handles the puck well. Could improve defensively."
Niklas Hjalmarsson,https://www.eliteprospects.com/player/2640/niklas-hjalmarsson,Sweden,D,187,89,L,"['Defensive Defenseman', 'PK Specialist']",,"('4', '108', '2005')","['1-time Olympic Silver Medal', '1-time U18 WJC Bronze Medal', '3-time NHL Stanley Cup Champion']",Second cousin: Douglas Andersson
Lauri Korpikoski,https://www.eliteprospects.com/player/4219/lauri-korpikoski,Finland,LW/RW,185,88,L,"['Speedster', 'Two-Way Forward']",,"('1', '19', '2004')","['1-time U20 WJC Bronze Medal', '1-time Olympic Bronze Medal', '1-time NL Champion', '1-time U18 WJC Most Points']",
Liam Reddox,https://www.eliteprospects.com/player/9496/liam-reddox,Canada / Scotland,LW,178,86,L,"['Defensive Forward', 'Speedster']",,"('4', '112', '2004')","['1-time OHL Champion', '1-time OHL First All-Rookie Team', '1-time OHL Third All-Star Team', '2-time SHL Champion', '1-time U18 WJC All-Star Team']","A winger who plays with lots of speed and energy. Goes into heavy traffic despite being smallish. Isn't a natural offensive player, but will score some points due to sheer will power. Doesn't have great hands, although he can play center if needed."
Darryl Boyce,https://www.eliteprospects.com/player/14034/darryl-boyce,Canada,C/W,183,86,L,,,,['1-time USports University Cup Champion'],"A hard working forward who plays with a lot of energy and grit. Always gives 100%. Is a good faceoff man and penalty killing option.
On the downside, he will never be a high scorer."
Joey Mormina,https://www.eliteprospects.com/player/12591/joey-mormina,Canada / Italy,D,197,100,L,,,"('6', '193', '2002')",[],"Mormina is a defensive defenseman with a tremendous size and strength. Has a great reach and plays a simpel game. Limited in offensive and skating ability, though."
Zack Fitzgerald,https://www.eliteprospects.com/player/11879/zack-fitzgerald,USA,D,188,93,L,,,"('3', '88', '2003')",['1-time EIHL Champion'],Brother: Rusty Fitzgerald
Mike Iggulden,https://www.eliteprospects.com/player/10622/mike-iggulden,Canada,RW/C,191,98,R,,,,['2-time NCAA (ECAC) Champion'],"Iggulden is a big forward who can play any position up front. Has good hands and solid playmaking ability.
- Erik K."
Corey Locke,https://www.eliteprospects.com/player/10314/corey-locke,Canada / U.K.,C,175,75,L,,,"('4', '113', '2003')","['2-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '1-time AHL Most Assists', '1-time AHL Most Points (JB Sollenberger Trophy)', '1-time AHL Most Valuable Player (Les Cunningham Award)', '1-time AHL Second All-Star Team', '2-time CHL First All-Star Team', '1-time CHL Player of the Year', '1-time CHL Top Scorer Award', '1-time DEL Champion', '2-time ICEHL Most Assists', '1-time ICEHL Most Points', '2-time OHL First All-Star Team', '1-time OHL Most Assists', '2-time OHL Most Goals', '2-time OHL Most Outstanding Player (Red Tilson Trophy)', '2-time OHL Most Points (Eddie Powers Trophy)']",
Tim Ramholt,https://www.eliteprospects.com/player/9652/tim-ramholt,Switzerland,D,186,93,L,,,"('2', '39', '2003')","['1-time U18 WJC Silver Medal', '1-time NL Champion', '1-time Spengler Cup Winner']",Ramholmt is a defensive defenseman. He likes to play a physical game and finding big open-ice hits. Has great work ethic and leadership skills.
Dane Byers,https://www.eliteprospects.com/player/9489/dane-byers,Canada,LW/RW,191,93,L,,,"('2', '48', '2004')",[],"Byers is a big winger who uses his size well. Goes to the net and likes to hit. Is always working and skating hard. Also has decent offensive instincts, and fine leadership qualities.
- Erik K."
Ilya Zubov,https://www.eliteprospects.com/player/9256/ilya-zubov,Russia,C/W,181,94,L,,,"('4', '98', '2005')",['2-time U20 WJC Silver Medal'],An offensively very skilled center. A very good skater who plays well with the puck. Has a quick wrist shot. Good stickhandling. Works hard defensively.
Antti Pihlström,https://www.eliteprospects.com/player/7587/antti-pihlstrom,Finland,LW/RW,178,80,L,"['Grinder', 'Speedster', 'Workhorse']",,,"['1-time World Championship Gold Medal', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time Olympic Bronze Medal']","A fast skater, Pihlström can really fly out there. He plays with a lot of energy and grit. Despite his modest size, he can deliver some huge hits. Also owns good scoring ability, as he always goes to the net.

At times, though, his hands don't operate at the same level as his feet. His smallish frame isn't the ultimate body for his style of play."
Niclas Bergfors,https://www.eliteprospects.com/player/2045/niclas-bergfors,Sweden,RW,179,88,R,,,"('1', '23', '2005')","['1-time TV-Pucken Gold Medal', '1-time U18 WJC Bronze Medal', '1-time NHL All-Rookie Team', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)', '1-time U18 WJC All-Star Team']","Brothers: Henrik Bergfors, Johan Bergfors
Nephews: Leyton Bergfors, Dante Bergfors"
Jesse Winchester,https://www.eliteprospects.com/player/15310/jesse-winchester,Canada,C/W,185,93,R,['Face-Off Specialist'],,,[],"A two-way forward who works very hard. Can play both wing and centre, and is an asset on the penalty kill. Has nice size, but isn't a physical or aggressive player. Winchester is a also a good faceoff guy.
- Erik K."
Matt D'Agostini,https://www.eliteprospects.com/player/11721/matt-d-agostini,Canada,RW/LW,184,88,R,,,"('6', '190', '2005')","['1-time AHL Calder Cup Champion', '1-time OHL Second All-Rookie Team', '2-time Spengler Cup Winner']","A fast-skating winger, D'Agostini has a good shot with a quick release. Excels on the powerplay. Plays with the mentality of a goal scorer. Could improve on the defensive side.
- Erik K."
Theo Peckham,https://www.eliteprospects.com/player/11266/theo-peckham,Canada,D,188,98,L,"['Defensive Defenseman', 'Heavy Hitter']",,"('3', '75', '2006')",[],Half brother of 2010 Hockey Hall of Fame inductee Angela James.
Gregory Stewart,https://www.eliteprospects.com/player/14187/gregory-stewart,Canada,LW,188,89,L,,,"('8', '246', '2004')","['1-time ACH Champion', '1-time Allan Cup Champion', '1-time OHL Champion']",
Tom Sestito,https://www.eliteprospects.com/player/12269/tom-sestito,USA / Italy,LW,195,103,L,,,"('3', '85', '2006')",['1-time OHL Champion'],"A huge winger who always finishes his checks. Hits often and hard; sometimes not so clean. Has some offensive ability, but contributes mostly with physical play. Love to drop the gloves.
- Erik K."
Alexander Nikulin,https://www.eliteprospects.com/player/12427/alexander-nikulin,Russia,C,186,93,L,,,"('4', '122', '2004')",['1-time U20 WJC Silver Medal'],
Cal Clutterbuck,https://www.eliteprospects.com/player/9359/cal-clutterbuck,Canada,RW,183,96,R,"['Agitator', 'Checking-line Player', 'Heavy Hitter']",,"('3', '72', '2006')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Silver Medal']",
Olli Malmivaara,https://www.eliteprospects.com/player/3185/olli-malmivaara,Finland,D,199,106,L,['Defensive Defenseman'],,"('4', '117', '2000')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '1-time Liiga All-Star Team', '3-time Liiga Champion']",
Peter Vandermeer,https://www.eliteprospects.com/player/13413/peter-vandermeer,Canada,D/F,184,95,L,,,,[],"Brothers: Ted Vandermeer, Jim Vandermeer, Bill Vandermeer, Dan Vandermeer, Joe Vandermeer"
Kyle Greentree,https://www.eliteprospects.com/player/11408/kyle-greentree,Canada,LW,190,96,L,,,,"['1-time BCHL Champion', '1-time BCHL Most Goals', '1-time BCHL Top Scorer (Brett Hull Trophy)']",
Garrett Stafford,https://www.eliteprospects.com/player/10625/garrett-stafford,USA,D,184,84,R,,,,"['1-time AHL All-Rookie Team', '1-time AHL Second All-Star Team', '2-time NCAA (Hockey East) Champion', '1-time Spengler Cup Winner', '1-time USHL Clark Cup Champion']","Stafford is a puck-moving, two-way defenseman. He owns great vision from the backend and the ability to make plays. His good right-handed shot can be an asset on the powerplay."
Claude Giroux,https://www.eliteprospects.com/player/10437/claude-giroux,Canada,W/C,180,85,R,,Ottawa Senators / Signed,"('1', '22', '2006')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time World Cup Gold Medal', '1-time World Championship Silver Medal', '1-time CCHL Rookie of the Year', '1-time CHL All-Rookie Team', '1-time CHL First All-Star Team', '1-time NHL Most Assists', '1-time NHL Second All-Star Team', '1-time QMJHL All-Rookie Team', '1-time QMJHL Champion', '1-time QMJHL First All-Star Team', '1-time QMJHL Playoffs MVP (Guy Lafleur Trophy)']","Cousin: Marc-Alain Bégin

Giroux is a skilled playmaking center who loves to find the open man. He excels in the shootout and is consistently among the NHL leaders in faceoff percentage. He helped lead the Flyers to Game 6 of the 2010 Stanley Cup Finals and was named team captain in 2013. Giroux has won Gold at the U20 World Junior Championship, World Championship, and World Cup."
Adam Berti,https://www.eliteprospects.com/player/9493/adam-berti,Canada,LW,191,93,L,['Speedster'],,"('3', '68', '2004')",[],Brother: Chris Berti
Justin Abdelkader,https://www.eliteprospects.com/player/10460/justin-abdelkader,USA,LW/RW,187,97,L,['Net-Front Presence'],,"('2', '42', '2005')","['1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time AHL All-Rookie Team', '1-time NCAA (Championship) Winner', '1-time NL Champion', '1-time USHL Clark Cup Champion']",Two-way agitating forward with decent size. Pretty good skater and versatile enough to play both as a center or left wing. Inconsistent offensively and more of a checking-line player.
Marc-André Gragnani,https://www.eliteprospects.com/player/9356/marc-andre-gragnani,Canada,D,187,91,L,,,"('3', '87', '2005')","['1-time U18 WJC Silver Medal', '1-time Olympic Bronze Medal', '1-time AHL Best Defenseman (Eddie Shore Award)', '1-time AHL First All-Star Team', '1-time NL Media All-Star Team']","Gragnani is an offensive-minded defenseman who likes to join the attack. Excels on the powerplay with his passing skills.
Needs to improve his defensive play.
- Erik K."
Alex Foster,https://www.eliteprospects.com/player/11549/alex-foster,USA / Canada,LW/C,180,87,L,,,,[],Foster is a smart forward with lots of speed and energy to his game. Has good playmaking and passing ability. Is a fierce competitor.
Lukas Kaspar,https://www.eliteprospects.com/player/9616/lukas-kaspar,Czechia,LW/RW,189,101,L,,,"('1', '22', '2004')","['1-time World Championship Gold Medal', '1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time Continental Cup Champion', '1-time Liiga Champion']","Kašpar is a winger who skates well for a big man. Has great puck control and passing ability, but likes to shoot the puck, too. Won't back down from tough board battles. Can play in any situation."
Adam Pineault,https://www.eliteprospects.com/player/9415/adam-pineault,USA,RW,185,87,R,,,"('2', '46', '2004')","['1-time CHL (USA) Champion', '1-time Czech Extraliga Champion', '1-time QMJHL Champion']",Pineault is a gritty winger with good skating speed. Good along the boards and in puck battles. Handles the puck well and also has a big slap shot.
Andrew Ebbett,https://www.eliteprospects.com/player/10418/andrew-ebbett,Canada,C/LW,178,81,L,,,,"['1-time Olympic Bronze Medal', '2-time NCAA (CCHA) Champion', '3-time NL Champion', '1-time NL Media All-Star Team', '1-time NL Most Valuable Player', '2-time Spengler Cup Winner']",
Johnny Boychuk,https://www.eliteprospects.com/player/9091/johnny-boychuk,Canada,D,188,103,R,,,"('2', '61', '2002')","['1-time AHL Best Defenseman (Eddie Shore Award)', '1-time AHL First All-Star Team', '1-time NHL Stanley Cup Champion']","Brother: David Boychuk

Nephews (by marriage): Peter Quenneville, John Quenneville & David Quenneville"
Stefan Meyer,https://www.eliteprospects.com/player/14086/stefan-meyer,Canada,LW,188,91,L,,,"('2', '55', '2003')",['1-time EIHL Champion'],"Meyer is a hard working forward who plays a tough game. He is gritty and likes to hit. However, he lacks natural offensive acumen. Could improve his skating ability. Still, has good size and can be hard for d-men to handle along the boards.
- Erik K."
Chris Bourque,https://www.eliteprospects.com/player/6667/chris-bourque,USA / Canada,LW,172,79,L,,,"('2', '33', '2004')","['3-time AHL Calder Cup Champion', '3-time AHL First All-Star Team', '1-time AHL Most Assists', '2-time AHL Most Points (JB Sollenberger Trophy)', '1-time AHL Most Valuable Player (Les Cunningham Award)', '1-time AHL Playoffs MVP (Jack A Butterfield Trophy)']","Bourque is an offensive winger with great vision, hands and speed. Works hard and has a terrific attitude. Skates with a low center of gravity and can be surprisingly strong, despite being well below average in size.
- Erik K."
Jonathan Filewich,https://www.eliteprospects.com/player/9457/jonathan-filewich,Canada / Croatia,RW,188,91,R,,,"('3', '70', '2003')","['1-time Continental Cup Champion', '1-time ICEHL Champion']",
Greg Moore,https://www.eliteprospects.com/player/9403/greg-moore,USA,RW,185,95,R,,,"('5', '143', '2003')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time NCAA (East) First All-American Team', '1-time NCAA (Hockey East) Champion']","Moore is a two-way winger who is very good defensively. Has excellent character and leadership qualities. Works very hard. Owns decent offensive instincts, too."
Pascal Pelletier,https://www.eliteprospects.com/player/11731/pascal-pelletier,Canada,LW/C,180,90,L,,,,"['1-time AHL First All-Star Team', '1-time NL Champion', '1-time SL Champion', '1-time Spengler Cup Winner']","Pelletier is a smart center who can play all forward positions. Uses his skill and vision to make plays. Plays a good, gritty two-way game and is useful on the penalty kill. Owns a good shoot and scoring instinct."
Darren Helm,https://www.eliteprospects.com/player/10438/darren-helm,Canada,C/LW,182,87,L,,,"('5', '132', '2005')","['1-time U20 WJC Gold Medal', '2-time NHL Stanley Cup Champion', '1-time WHL (East) First All-Star Team', '1-time WHL (East) Second All-Star Team', '1-time WHL Champion']",
Boris Valábik,https://www.eliteprospects.com/player/9244/boris-valabik,Slovakia,D,201,105,L,"['Defensive Defenseman', 'Enforcer', 'Heavy Hitter']",,"('1', '10', '2004')","['1-time U18 WJC Silver Medal', '1-time AHL Calder Cup Champion', '1-time CHL All-Rookie Team', '1-time OHL First All-Rookie Team']",A defenseman with a physical style. Useful in front of his own goal and on penalty kill. Not a very good skater and sometimes takes too many unnecessary penalties.
Matt Smaby,https://www.eliteprospects.com/player/12027/matt-smaby,USA,D,197,104,L,,,"('2', '41', '2003')",['2-time DEL Champion'],"A defensive defenseman, Smaby plays a rough and physical game. He is huge and will drop the gloves if needed.
Doesn't contribute much offensively. Lacks coordination and hockey sense."
Patrik Berglund,https://www.eliteprospects.com/player/3637/patrik-berglund,Sweden,C,192,107,L,,,"('1', '25', '2006')","['1-time TV-Pucken Silver Medal', '1-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time Olympic Silver Medal', '1-time World Championship Bronze Medal', '1-time NHL All-Rookie Team', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)', '1-time TV-Pucken Best Forward (Sven Tumbas Stipendium)', '1-time U20 WJC All-Star Team', '1-time World Championship All-Star Team']","Berglund combines his size and great reach with good technical skills and decent scoring ability. He is tough to steal the puck from when he reaches full speed and protects the puck well. Berglund likes to drive the net and when he does not get a good shot opportunity, he is a good passer as well. He should play more physically and work on his speed, although already being a capable skater. Earlier considered a bit one-dimensional and not very hardworking, Berglund has improved significantly in both areas. He is somewhat inconsistent in his play and a bit streaky."
Steven Stamkos,https://www.eliteprospects.com/player/11113/steven-stamkos,Canada,C/W,185,88,R,"['Leader', 'PP Specialist', 'Sniper']",Nashville Predators / Signed,"('1', '1', '2008')","['1-time U20 WJC Gold Medal', '1-time World Cup Gold Medal', '1-time World Championship Silver Medal', '1-time CHL First All-Star Team', '1-time CHL Top Draft Prospect Award', '1-time NHL Mark Messier Leadership Award', '2-time NHL Most Goals (Maurice Richard Trophy)', '2-time NHL Second All-Star Team', '2-time NHL Stanley Cup Champion', '1-time OHL Second All-Rookie Team', '1-time OHL Second All-Star Team', '1-time U18 WJC All-Star Team', '1-time World Championship All-Star Team']","Stamkos is Tampa Bay's all-time leader in goals and power-play goals. He was selected 1st overall in 2008 after winning gold at the U20 WJC. In 2012, he won his 2nd Rocket Richard and joined Alex Ovechkin as the only players to score 60 goals in a season since Mario Lemieux in 1996. Stammer also won World Cup gold in 2016 and a Stanley Cup with the Bolts in 2020, where he scored an unforgettable goal after tearing a core muscle seconds earlier."
Michael Frolík,https://www.eliteprospects.com/player/8701/michael-frolik,Czechia,RW/LW,185,86,L,,,"('1', '10', '2006')","['2-time U18 WJC Bronze Medal', '1-time U20 WJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time NHL Stanley Cup Champion', '1-time QMJHL All-Rookie Team']",Brother: Martin Frolik
Blake Wheeler,https://www.eliteprospects.com/player/9215/blake-wheeler,USA,RW/C,195,102,R,['Power Forward'],,"('1', '5', '2004')","['1-time NHL Most Assists', '1-time NHL Second All-Star Team', '1-time USHS-MN State Champion']","Wheeler can really do it all; he's an excellent passer, has a great shot, and uses his 6'5, 225 lb frame to outmuscle opponents. He won MVP at the 2009 YoungStars game with 4 goals and 5 points. The big winger was traded to the Thrashers (now the Jets) in 2011 and was named team Captain in 2016. Wheeler's 68 assists in 2018 were tied for the most in the NHL."
T.J. Oshie,https://www.eliteprospects.com/player/9209/t.j.-oshie,USA,RW,180,86,R,,,"('1', '24', '2005')","['1-time World Championship Bronze Medal', '1-time NCAA (West) First All-American Team', '1-time NHL Stanley Cup Champion', '2-time USHS-MN State Champion']","Great-Uncles: Max Oshie & Alvin Oshie
Father: Tim Oshie
Second Cousin: Henry Boucha
Third Cousins: Gary Sargent & Earl Sargent"
Jakub Voráček,https://www.eliteprospects.com/player/9285/jakub-voracek,Czechia,RW,189,95,L,['Playmaker'],,"('1', '7', '2007')","['1-time World Championship Gold Medal', '1-time U18 WJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time NHL First All-Star Team', '1-time QMJHL All-Rookie Team', '1-time QMJHL Offensive Rookie of the Year (Michel Bergeron Trophy)', '1-time QMJHL Rookie of the Year', '1-time QMJHL Second All-Star Team', '1-time World Championship All-Star Team']","A big, speedy winger with quick hands and great playmaking ability. Voracek was selected 7th overall in 2007 after scoring 86 points with the Halifax Mooseheads. He debuted for the Blue Jackets in 2008 and scored his first goal in the first period of his first game. He won World Championship gold with the Czech Republic in 2010 and tied Mario Lemieux's NHL All-Star Game record with 6 points in 2015."
James Neal,https://www.eliteprospects.com/player/9362/james-neal,Canada,LW/RW,191,96,L,,,"('2', '33', '2005')","['1-time U20 WJC Gold Medal', '1-time U18 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time CHL Second All-Star Team', '1-time NHL First All-Star Team', '1-time OHL Champion', '1-time OHL First All-Star Team']","Brothers: Michael Neal, Nick Neal & Peter Neal"
Nikolai Kulyomin,https://www.eliteprospects.com/player/9258/nikolai-kulyomin,Russia,LW/RW,185,98,L,,,"('2', '44', '2006')","['1-time U18 WJC Gold Medal', '2-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '2-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time RSL Champion']",Son: Aleks Kulemin
Fabian Brunnström,https://www.eliteprospects.com/player/6659/fabian-brunnstrom,Sweden,RW,186,93,L,,,,"['1-time HockeyEttan (Overall) Most Goals', '1-time HockeyEttan (Overall) Most Points', '1-time HockeyEttan to HockeyAllsvenskan Promotion']",Brunnström is an offensive winger with good hands and stickhandling skills. Also skates well with the puck and handles it well at full speed. Hard to knock off his feet in the corners. Has a good attitude.
John Mitchell,https://www.eliteprospects.com/player/11487/john-mitchell,Canada,C/LW,185,93,L,,,"('5', '158', '2003')",[],
Mikkel Bødker,https://www.eliteprospects.com/player/5996/mikkel-bodker,Denmark,LW,180,94,L,,,"('1', '8', '2008')","['1-time J20 SM Gold Medal', '1-time OHL Champion', '1-time OHL First All-Rookie Team']","Mikkel Bødker is an excellent skater and very shifty. He has good technical skills and very tough to stop when he stickhandles through traffic in high speed. Furthermore, he is a very strong player and has a powerful release. Scores goals and points on regular basis, but could still improve his accuracy."
Drew Doughty,https://www.eliteprospects.com/player/10430/drew-doughty,Canada,D,185,95,R,,Los Angeles Kings / Signed,"('1', '2', '2008')","['1-time U20 WJC Gold Medal', '2-time Olympic Gold Medal', '1-time World Cup Gold Medal', '1-time World Championship Silver Medal', '1-time CHL All-Rookie Team', '1-time CHL First All-Star Team', '1-time NHL 4 Nations Champion', '1-time NHL All-Rookie Team', '1-time NHL Best Defenseman (Norris Trophy)', '2-time NHL First All-Star Team', '2-time NHL Second All-Star Team', '2-time NHL Stanley Cup Champion', '1-time OHL First All-Rookie Team', '2-time OHL First All-Star Team', '1-time OHL Most Outstanding Defenseman (Max Kaminsky Trophy)', '1-time Olympic All-Star Team', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman']",
Josh Bailey,https://www.eliteprospects.com/player/14013/josh-bailey,Canada,RW/C,185,91,L,,,"('1', '9', '2008')",[],Brother: Jordan Bailey
Wayne Simmonds,https://www.eliteprospects.com/player/12517/wayne-simmonds,Canada,RW,191,82,R,['Net-Front Presence'],,"('2', '61', '2007')","['1-time U20 WJC Gold Medal', '1-time World Championship Silver Medal', '1-time NHL Mark Messier Leadership Award', '1-time OHL Third All-Star Team']",
Chris Stewart,https://www.eliteprospects.com/player/10442/chris-stewart,Canada,RW/LW,188,110,R,,,"('1', '18', '2006')",[],A big and strong winger who plays a physical game. Stewart also owns solid offensive instincts and a very good shot. He can also skate well.
Zach Bogosian,https://www.eliteprospects.com/player/14440/zach-bogosian,USA / Armenia,D,188,101,R,['Defensive Defenseman'],Minnesota Wild / Signed,"('1', '3', '2008')","['1-time NHL Stanley Cup Champion', '1-time OHL First All-Star Team', '1-time OHL Second All-Rookie Team']","Brothers: Aaron Bogosian, Steve Bogosian"
Ryan Jones,https://www.eliteprospects.com/player/11410/ryan-jones,Canada,LW/RW,185,94,L,,,"('4', '111', '2004')","['1-time NCAA (CCHA) Champion', '1-time NCAA (West) First All-American Team']","Jones is an industrious winger with good size and terrific work ethic. Not overly speedy, he plays a gritty game. Hangs around the opposing net for rebounds or deflections.
- Erik K."
Viktor Tikhonov,https://www.eliteprospects.com/player/15235/viktor-tikhonov,Russia,LW/C,187,87,R,,,"('1', '28', '2008')","['1-time World Championship Gold Medal', '1-time World Championship Silver Medal', '1-time U20 WJC Bronze Medal', '1-time KHL First All-Star Team', '2-time KHL Gagarin Cup Champion', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '1-time World Championship All-Star Team', '1-time World Championship Best Forward', '1-time World Championship Most Points']",Tikhonov is a forward with fine offensive ability. He has good hockey sense and skates really well. Can both make plays and finish them himself. Has solid defensive acumen and the ability to play both wing and center.
Oscar Möller,https://www.eliteprospects.com/player/5504/oscar-moller,Sweden,LW,179,86,R,['Heavy Shooter'],,"('2', '52', '2007')","['2-time U20 WJC Silver Medal', '1-time TV-Pucken Bronze Medal', '1-time U18 WJC Bronze Medal', '1-time World Championship Bronze Medal', '2-time SHL Champion', '1-time WHL (West) First All-Star Team']",Brother: Carl-Johan Möller
Luke Schenn,https://www.eliteprospects.com/player/11400/luke-schenn,Canada,D,188,102,R,"['Defensive Defenseman', 'Heavy Hitter', 'Physical Defenseman']",Winnipeg Jets / Signed,"('1', '5', '2008')","['1-time U20 WJC Gold Medal', '1-time World Championship Silver Medal', '1-time NHL All-Rookie Team', '2-time NHL Stanley Cup Champion', '1-time WHL (West) Second All-Star Team']",Brother: Brayden Schenn
