player_name,nation,position,height_cm,weight_cm,shoots,player_type,nhl_right,draft,highlights,"description
"
Milan Michálek,Czechia,LW/RW,188,102,L,,,"('1', '6', '2003')","['1-time U18 WJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time Czech Extraliga Rookie of the Year']","Michálek is a winger with great speed and acceleration. Boasts a big body, too, making him hard to handle for defenders. Has a well-rounded game and can score goals. Battles consistency issues, though."
Josh Olson,USA,LW,196,107,L,,,"('6', '190', '2000')","['1-time Italy Champion', '1-time USHS-MN State Champion']",
Peter Sarno,Canada,C,180,84,L,['Offensive Forward'],,"('6', '141', '1997')","['1-time OHL First All-Rookie Team', '2-time OHL Most Assists', '2-time OHL Most Points (Eddie Powers Trophy)', '1-time OHL Rookie of the Year (Emms Family Award)', '2-time OHL Third All-Star Team']",
Rob Skrlac,Canada,LW,196,111,L,,,"('9', '224', '1995')",[],
John Gruden,USA,D,183,91,L,,,"('8', '168', '1990')","['1-time AHL First All-Star Team', '1-time NCAA (West) First All-American Team', '1-time USHL Defenseman of the Year', '1-time USHL First All-Star Team']",Son: Jonathan Gruden Brother: Luke Gruden
Antti Miettinen,Finland,W/C,182,84,R,['Two-Way Forward'],,"('7', '224', '2000')","['1-time Liiga Golden Helmet', '1-time Olympic Silver Medal', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time Olympic Bronze Medal', '1-time Finnish Hockey Hall of Fame', '1-time Liiga All-Star Team', '1-time Liiga Best Player of Regular Season (Lasse Oksanen Award)']","Miettinen is a skilled winger who plays a well-rounded game. He owns solid playmaking and scoring ability. On the downside, he is neither big nor strong. Should use his shot more."
Dan Fritsche,USA / Switzerland,C/W,188,90,R,['Speedster'],,"('2', '46', '2003')","['1-time U20 WJC Gold Medal', '1-time CHL Memorial Cup Champion', '1-time NL Champion', '1-time OHL Champion']","Fritsche skates very well and has good two-way instincts. Plays a gritty game and owns decent hands, but isn't a natural on offense. Can play center and wing equally well.
- Erik K. Piri, EP (2010)

Brother: Tom Fritsche
Uncle: John Fritsche
Cousin: John Fritsche Jr."
Garth Murray,Canada,LW,185,93,L,,,"('3', '79', '2001')",['1-time U20 WJC Silver Medal'],
Noah Clarke,USA,LW,178,86,L,,,"('9', '250', '1999')","['1-time AHL All-Rookie Team', '1-time NCAA (West) First All-American Team', '1-time USHL Clark Cup Champion']",Clarke is a terrific skater with great wheels. Also owns decent hands and playmaking skills. Good on the PK.
Pierre Hedin,Sweden,D,186,93,L,,,"('8', '239', '1999')","['1-time TV-Pucken Gold Medal', '1-time J18 SM Gold Medal', '1-time U18 EJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time SHL Champion', '1-time TV-Pucken Best Defenseman (Lill-Strimmas Stipendium)', '1-time U20 WJC All-Star Team']","A mobile two-way defenseman, Hedin had a good passing game. Skated well and had a pretty good shot. Not a physical or aggressive player."
Mikko Luoma,Finland,D,193,94,L,"['Defensive Defenseman', 'Physical Defenseman']",,"('6', '181', '2002')","['2-time World Championship Bronze Medal', '1-time Liiga Champion', '1-time SHL Champion']","Luoma was known as a defenseman who played a well-rounded game. Offensively, he had a good point shot, and playmaking ability on the powerplay. In his own end, he boasted terrific size and reach. Not the best skater, though, and he could be prone to some severe defensive gaffes."
Quintin Laing,Canada,LW,188,91,L,,,"('4', '102', '1997')",['1-time AHL Calder Cup Champion'],Son: Hunter Laing
Owen Fussey,Canada / U.K.,RW,182,88,L,,,"('3', '90', '2001')",['1-time AHL Calder Cup Champion'],
Denis Grebeshkov,Russia,D,184,93,L,,,"('1', '18', '2002')","['1-time U18 WJC Gold Medal', '2-time U20 WJC Gold Medal', '2-time World Championship Gold Medal', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '2-time RSL Champion', '1-time Spengler Cup Winner']",An all-around defenseman who works hard. Has a good shot and is useful on powerplay. Reads the game well.
Brooks Laich,Canada,C/LW,188,91,L,,,"('6', '193', '2001')","['1-time U20 WJC Silver Medal', '1-time AHL Calder Cup Champion', '1-time CHL Third All-Star Team', '1-time WHL (West) First All-Star Team']",Brother: Jordan Laich
Karl Stewart,Canada,LW,180,84,L,['Speedster'],,,[],"Stewart is a hard working winger. He has good speed and plays with lots of energy. Is effective on the forecheck and the penalty kill. Likes to hit, but also has a decent shot. Can take some bad penalties at times, though."
Cory Larose,Canada,C,181,86,L,,,,"['1-time AHL All-Rookie Team', '1-time NCAA (Championship) Winner', '1-time NCAA (East) Second All-American Team', '1-time NCAA (Hockey East) Champion']",
Dwayne Zinger,Canada,D,193,104,L,,,,[],
Roman Tvrdon,Slovakia,RW,188,87,L,,,"('5', '132', '1999')","['1-time U18 WJC Bronze Medal', '1-time Slovakian Extraliga Champion']",
Michal Barinka,Czechia,D,192,102,L,,,"('2', '59', '2003')","['1-time World Championship Gold Medal', '1-time U18 WJC Bronze Medal', '1-time Czech Extraliga Champion']","Father-in-law: Alois Hadamczik
Stepson: Marcel Barinka"
Jeremy Reich,Canada,LW,185,89,L,,,"('2', '39', '1997')",[],Reich was a gritty winger and a hard worker. He had good speed and liked to play a physical game. A strong leader.
Matt Ellison,Canada,C/W,181,94,R,,,"('4', '128', '2002')","['1-time CHL All-Rookie Team', '1-time CHL Rookie of the Year', '1-time Spengler Cup Winner', '1-time WHL Rookie of the Year (Jim Piggott Trophy)']","Ellison is a two-way player with great versatility and the ability to man the powerplay point. He is a hard worker, but can also handle the puck nicely.
- Erik K."
Sergei Zinovyev,Russia,C,180,80,L,,,"('3', '73', '2000')","['2-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '2-time World Championship Bronze Medal', '1-time Continental Cup Champion', '1-time KHL Gagarin Cup Champion', '1-time RSL Champion', '1-time Spengler Cup Winner']",A very skilled offensive center with an excellent understanding of the game. A creative player with good stickhandling and excellent passing game. A reliable goal and point scorer. Weaknesses include physical game. A very good two-way player.
Lasse Kukkonen,Finland,D,183,85,L,"['Defensive Defenseman', 'Leader']",,"('5', '151', '2003')","['1-time U18 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '1-time Olympic Silver Medal', '2-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '2-time Olympic Bronze Medal', '4-time Liiga All-Star Team', '2-time Liiga Best Defenseman (Pekka Rautakallio Award)', '4-time Liiga Champion']","Kukkonen is a defensive minded defenceman. A well rounded player with no major weaknesses. Not a particularly big player, but doesn't shy away from contact. Reads the game well and positions himself accordingly. Has good passing skills, but tends to play it safe. Provides experience and leadership to his team."
Tony Salmelainen,Finland,LW/RW,176,83,R,"['Sniper', 'Speedster']",,"('2', '41', '1999')","['1-time U18 WJC Gold Medal', '1-time Liiga Golden Helmet', '1-time U18 EJC Silver Medal', '1-time U20 WJC Silver Medal', '1-time Liiga All-Star Team', '1-time Liiga Best Player of Regular Season (Lasse Oksanen Award)', '1-time Liiga Most Points (Veli-Pekka Ketola Trophy)', '1-time NL Media All-Star Team', '1-time SL Champion']","A small and very fast winger. Salmelainen's biggest asset is his exceptional skating. His skating and energetic play style leads to scoring chances. He has good stickhandling skills and good technique. He is a good goal scorer.

Salmelainen's weaknesses are his size, strength and playing off the puck."
Doug Doull,Canada,LW,188,98,L,,,,['2-time AHL Calder Cup Champion'],
Johnathan Aitken,Canada,D,193,96,L,,,"('1', '8', '1996')","['1-time AHL Calder Cup Champion', '1-time WHL (East) Second All-Star Team']",Son: Parker Aitken
Brennan Evans,Canada,D,193,101,L,,,,"['1-time AHL Calder Cup Champion', '1-time Allan Cup Champion', '1-time CHL Memorial Cup Champion', '1-time WHL Champion']",
Marcel Goc,Germany,C,184,92,L,,,"('1', '20', '2001')","['1-time Olympic Silver Medal', '1-time DEL Champion']","Brothers: Sascha Goc, Nikolai Goc"
Jeff Hamilton,USA,C/RW,178,84,R,,,,"['1-time World Championship Bronze Medal', '1-time AHL First All-Star Team', '1-time NCAA (East) First All-American Team', '2-time NCAA (East) Second All-American Team']","Hamilton was a big shooter who excelled on the powerplay. He had great offensive instincts, but wasn't a very good skater, and was a bit on the small side.
- Erik K."
Libor Pivko,Czechia,LW,192,98,L,,,"('3', '89', '2000')","['1-time U20 WJC Gold Medal', '1-time AHL Calder Cup Champion', '1-time Czech Extraliga Champion']",A large winger with excellent playmaking skills. Protects the puck well.
Johnny Pohl,USA,C,185,88,R,,,"('9', '255', '1998')","['1-time NCAA (Championship) Winner', '1-time NCAA (West) First All-American Team', '1-time USHS-MN State Champion']","Brothers: Tom Pohl & Mark Pohl
Wife: Krissy Wendell-Pohl
Father: Jim Pohl"
Layne Ulmer,Canada,C,186,95,L,,,"('7', '209', '1999')","['2-time EIHL Champion', '4-time Italy Champion', '2-time WHL (East) First All-Star Team', '1-time WHL Most Goals']",Brother-in-law: Jared Aulin
Mark Popovic,Canada / Croatia,D,185,88,L,,,"('2', '35', '2001')","['1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '1-time CHL Third All-Star Team', '1-time OHL First All-Star Team', '1-time OHL Second All-Rookie Team', '1-time OHL Third All-Star Team', '1-time Spengler Cup Winner']",
Jason Pominville,Canada / USA,RW,180,82,R,,,"('2', '55', '2001')","['1-time CHL Third All-Star Team', '1-time QMJHL First All-Star Team']","Father: Jean-Marie Pominville Son: Jayden Pominville

Pominville finished 3rd in points from the 2001 draft class despite being selected 55th overall. He played in his first NHL season in 2006 and set a career-high in 2008 with 80 points. He was a 3x 30-goal scorer and reached the 60-point mark 6 times. The 2012 All-Star scored 293 goals and 727 points over 15 seasons with the Sabres and Wild."
Kyle Wellwood,Canada,C,180,84,R,['Face-Off Specialist'],,"('5', '134', '2001')","['1-time U20 WJC Silver Medal', '1-time CHL Sportsman of the Year', '1-time CHL Third All-Star Team', '1-time OHL First All-Star Team', '1-time OHL Most Assists', '1-time OHL Most Points (Eddie Powers Trophy)']",Brother: Eric Wellwood
Freddy Meyer,USA,D,178,88,L,['Heavy Hitter'],,,"['1-time AHL Calder Cup Champion', '1-time NCAA (East) First All-American Team']","Meyer was a mobile two-way defenseman who kept his game simple. Had a nice outlet pass. Could deliver a solid hit despite his size. Lacked those top offensive instincts, though.
- Erik K."
Colton Orr,Canada,RW,191,101,R,"['Heavy Hitter', 'Physical Forward']",,,[],Brother: Jamison Orr
Alexander Suglobov,Russia,RW,185,86,L,,,"('2', '56', '2000')","['1-time U20 WJC Gold Medal', '2-time RSL Champion']",
Julien Vauclair,Switzerland,D,183,92,L,,,"('3', '74', '1998')","['1-time World Championship Silver Medal', '1-time U18 EJC Bronze Medal', '1-time U20 WJC Bronze Medal', '2-time NL Champion', '1-time World Championship All-Star Team']","Family relations:
Brothers: Geoffrey Vauclair, Tristan Vauclair
Niece: Maelia Vauclair"
Brad Boyes,Canada,RW,184,90,R,,,"('1', '24', '2000')","['1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '1-time AHL All-Rookie Team', '1-time AHL Second All-Star Team', '1-time CHL Second All-Star Team', '1-time CHL Sportsman of the Year', '1-time NHL All-Rookie Team', '1-time OHL Champion', '1-time OHL First All-Star Team', '2-time OHL Most Outstanding Player (Red Tilson Trophy)', '1-time OHL Playoffs MVP (Wayne Gretzky 99 Award)', '1-time OHL Second All-Rookie Team', '1-time OHL Second All-Star Team']",Boyes is a creative winger who can both score and set goals up. Has great hands and vision. Very efficient in shootouts.
Jeremy Yablonski,Canada,RW/LW,185,107,R,['Enforcer'],,,"['1-time AHL Calder Cup Champion', '1-time ECHL Kelly Cup Champion']",Cousin: Jon Mirasty
Ryan Barnes,Canada,LW,185,91,L,,,"('2', '55', '1998')",['1-time OHL Champion'],"Brother: Mitch Barnes
Son: Blake Barnes"
Chris Higgins,USA,LW,183,93,L,,,"('1', '14', '2002')",['1-time NCAA (East) First All-American Team'],
Tomas Plekanec,Czechia,C,179,89,L,['PK Specialist'],,"('3', '71', '2001')","['1-time U20 WJC Gold Medal', '1-time World Championship Silver Medal', '2-time World Championship Bronze Medal', '1-time Czech Extraliga Rookie of the Year']",Plekanec is a smart center with great two-way ability. Has terrific playmaking and passing skills and likes to be on the powerplay. Always a hard worker and a team player.
Timofei Shishkanov,Russia,LW,187,100,R,,,"('2', '33', '2001')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time AHL All-Rookie Team', '1-time AHL Calder Cup Champion', '1-time QMJHL First All-Star Team']",
Joe Motzko,USA,RW,185,89,R,,,,"['1-time AHL Calder Cup Champion', '1-time NHL Stanley Cup Champion']",
Nathan Smith,Canada,C,188,94,L,,,"('1', '23', '2000')",[],Brother: Darcy Smith
Mike Stuart,USA,D,182,88,R,,,"('5', '137', '2000')",['1-time USHL All-Rookie Team'],"Brothers: Colin Stuart & Mark Stuart
Sister: Cristin Stuart"
Doug Lynch,Canada,D,191,97,L,,,"('2', '43', '2001')","['1-time AHL All-Rookie Team', '1-time CHL Memorial Cup Champion', '1-time Continental Cup Champion', '1-time ECHL Kelly Cup Champion', '3-time ICEHL Champion', '1-time WHL Champion']","Brothers: Jason Lynch, Jeff Lynch & Scott Lynch"
Ken Gernander,USA,RW,180,82,L,,,"('5', '96', '1987')","['1-time AHL Calder Cup Champion', '1-time AHL Hall of Fame']","Daughter: McKenna Gernander
Son: Micah Gernander
Father: Bob Gernander
Brothers: Jerry Gernander & Jim Gernander
Nephews: Eric Gotz, Darian Gotz
Brother-in-Law: Trent Klatt"
Mel Angelstad,Canada,LW,190,95,L,['Enforcer'],,,[],
Brett Lysak,Canada,RW/C,183,90,L,,,"('2', '49', '1999')","['1-time Danish League Most Goals', '1-time Italy Champion']",
Graham Mink,USA,RW,191,100,R,,,,['2-time AHL Calder Cup Champion'],"A big guy, Mink can play all three forward positions. He has a good shot and likes to go to the net. Mink also works hard without the puck, but isn't a great skater. Has very good leadership qualities.
- Erik K."
Tuomas Pihlman,Finland,LW/RW,188,99,L,['Power Forward'],,"('2', '48', '2001')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '3-time Liiga Champion']","Pihlman is a big, powerful winger. Has good vision and a hard, accurate shot. Thrives in front of and around the net."
Gregory Campbell,Canada,C,183,85,L,,,"('3', '67', '2002')","['1-time U20 WJC Silver Medal', '1-time CHL Memorial Cup Champion', '1-time NHL Stanley Cup Champion', '1-time OHL Champion', '1-time Spengler Cup Winner']",Father: Colin Campbell
Mike Pandolfo,USA,LW,191,102,L,,,"('3', '77', '1998')",['1-time ECHL Second All-Star Team'],"Brother: Jay Pandolfo, Cousin: Mark Pandolfo"
Mikhail Kuleshov,Russia,F,189,92,R,,,"('1', '25', '1999')",['1-time Belarus Champion'],Father: Vasili Kuleshov
Benoit Dusablon,Canada,C,188,96,L,,,,[],Son : Jayden Dusablon
Goran Bezina,Switzerland / Croatia,D,190,100,L,,,"('8', '234', '1999')","['3-time NL Media All-Star Team', '2-time Spengler Cup Winner']","Bezina is a big all-around defenseman who does a lot of things well. Owns a bomb of a shot that is especially useful on the powerplay. Uses his size to dominate opponents physically. Also boasts leaderstip qualities, but can make some mistakes with the puck."
Grant McNeill,Canada,D,188,97,L,,,"('3', '68', '2001')",['2-time AHL Calder Cup Champion'],
Garret Stroshein,Canada,RW,201,111,R,,,,[],
Éric Perrin,Canada,C,175,80,L,['Playmaker'],,,"['1-time AHL First All-Star Team', '1-time Liiga All-Star Team', '1-time Liiga Champion', '2-time Liiga Most Assists', '1-time NCAA (East) First All-American Team', '1-time NHL Stanley Cup Champion', '1-time SL Champion']","Perrin is a smart two-way center with a well-rounded game. Has good speed and playmaking ability, and some grit. His smallish frame is a disadvantage in physical contests, though.
- Erik K."
Jeff MacMillan,Canada,D,191,95,L,,,"('7', '215', '1999')","['1-time ACH Champion', '1-time Allan Cup Champion']",
Patrick Rissmiller,USA,LW/RW,191,95,L,,,,['1-time Italy Champion'],"Brothers: Bernie Rissmiller, Scott Rissmiller"
Chris Kelly,Canada,C/LW,183,86,L,['PK Specialist'],,"('3', '94', '1999')","['1-time Olympic Bronze Medal', '1-time NHL Stanley Cup Champion', '1-time Spengler Cup Winner']",
Jason MacDonald,Canada,RW,180,95,R,,,"('6', '142', '1992')",['1-time OHL Second All-Star Team'],
Randy Jones,Canada,D,188,95,L,,,,['1-time AHL Calder Cup Champion'],
Nathan Robinson,Canada,RW/C,175,82,L,,,,"['1-time CHL First All-Star Team', '3-time DEL Champion', '1-time OHL Champion', '1-time OHL First All-Star Team', '1-time OHL Most Points (Eddie Powers Trophy)']",Robinson is a winger with terrific speed and skating ability. Can create space for his linemates and has good offensive instincts. Also has the ability to play center.
Martin Sonnenberg,Canada,LW,183,84,L,,,,['1-time AEHL U15 Most Points'],"A hard working, gritty winger who could fill in at center. Played with good energy and went into high-traffic areas. Owned terrific leadership abilities."
Pat Leahy,USA,RW,190,92,R,,,"('5', '122', '1998')",['1-time ICEHL Champion'],Brother: Tim Leahy
Greg Mauldin,USA,C/W,180,90,R,,,"('7', '199', '2002')","['1-time Norway Playoffs MVP', '2-time Norwegian Champion']","Mauldin is a speedy forward with a very high work rate. Has good all-around offensive ability.
- Erik K."
Ty Jones,USA,LW,191,98,R,,,"('1', '16', '1997')",[],
Gavin Morgan,Canada / U.K.,C,180,86,L,,,,['1-time Norwegian Champion'],
Steve McLaren,Canada,LW,183,102,L,,,"('4', '85', '1994')",[],Brother-in-law: Curtis Thomson
Maxim Kondratyev,Russia,D,185,90,L,,,"('6', '168', '2001')","['2-time U20 WJC Gold Medal', '1-time World Championship Bronze Medal', '1-time KHL Gagarin Cup Champion']",Brother-in-law: Ruslan Khasanshin
Bryce Lampman,USA,D,185,90,L,,,"('4', '113', '2001')",['1-time USHL Clark Cup Champion'],"Lampman is a smart defenseman with sound all-around ability. Skates well and has a hard shot, but is mostly a defensive D. Is a good leader for his team. Has solid size, but isn't a physical player."
Mike Stutzel,Canada,LW,189,97,L,,,,[],
Jame Pollock,Canada,D,183,93,R,,,"('4', '106', '1997')",['1-time Spengler Cup Winner'],Pollock is an offensive defenseman with a cannon of a shot. Mans the powerplay point with aplomb. Is a great team guy with very good character. Also solid defensively.
Matthew Spiller,Canada,D,195,104,L,,,"('2', '31', '2001')",[],
Alexander Ovechkin,Russia,LW,187,107,R,"['Heavy Shooter', 'Power Forward', 'PP Specialist']",Washington Capitals / Signed,"('1', '1', '2004')","['1-time U20 WJC Gold Medal', '3-time World Championship Gold Medal', '1-time U18 WJC Silver Medal', '1-time U20 WJC Silver Medal', '2-time World Championship Silver Medal', '1-time U18 WJC Bronze Medal', '4-time World Championship Bronze Medal', '1-time Hlinka Gretzky Cup Most Points', '1-time Hlinka Gretzky Cup Most Valuable Player', '1-time KHL Gagarin Cup Champion', '1-time NHL All-Rookie Team', '8-time NHL First All-Star Team', '3-time NHL MVP Selected by NHLPA (Ted Lindsay Award)', '1-time NHL Mark Messier Leadership Award', '9-time NHL Most Goals (Maurice Richard Trophy)', '1-time NHL Most Points (Art Ross Trophy)', '3-time NHL Most Valuable Player (Hart Trophy)', '1-time NHL Rookie of the Year (Calder Trophy)', '4-time NHL Second All-Star Team', '1-time NHL Stanley Cup Champion', '1-time NHL Stanley Cup MVP (Conn Smythe Trophy)', '1-time Olympic All-Star Team', '1-time RSL Champion', '2-time U18 WJC All-Star Team', '1-time U18 WJC Best Forward', '1-time U18 WJC Most Points', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '2-time World Championship All-Star Team']","One of the best players in the world. Ovechkin's offensive arsenal is fantastic and includes excellent skating, intensity, finishing, physical game, a good shot and a strong will to win. Very difficult to stop in high speeds."
Sidney Crosby,Canada,C,180,91,L,"['Playmaker', 'Sniper', 'Two-Way Center']",Pittsburgh Penguins / Signed,"('1', '1', '2005')","['1-time U20 WJC Gold Medal', '2-time Olympic Gold Medal', '1-time Triple Gold Club', '1-time World Championship Gold Medal', '1-time World Cup Gold Medal', '1-time U20 WJC Silver Medal', '1-time CHL All-Rookie Team', '2-time CHL First All-Star Team', '2-time CHL Player of the Year', '1-time CHL Rookie of the Year', '2-time CHL Top Scorer Award', '1-time NHL 4 Nations Champion', '1-time NHL All-Rookie Team', '4-time NHL First All-Star Team', '3-time NHL MVP Selected by NHLPA (Ted Lindsay Award)', '1-time NHL Mark Messier Leadership Award', '1-time NHL Most Assists', '2-time NHL Most Goals (Maurice Richard Trophy)', '2-time NHL Most Points (Art Ross Trophy)', '2-time NHL Most Valuable Player (Hart Trophy)', '4-time NHL Second All-Star Team', '3-time NHL Stanley Cup Champion', '2-time NHL Stanley Cup MVP (Conn Smythe Trophy)', '1-time QMJHL All-Rookie Team', '1-time QMJHL Champion', '2-time QMJHL First All-Star Team', '2-time QMJHL Most Assists', '1-time QMJHL Most Goals', '2-time QMJHL Most Points (Jean Beliveau Trophy)', '2-time QMJHL Most Valuable Player (Michel Brière Trophy)', '1-time QMJHL Offensive Rookie of the Year (Michel Bergeron Trophy)', '1-time QMJHL Playoffs MVP (Guy Lafleur Trophy)', '1-time QMJHL Rookie of the Year', '1-time World Championship All-Star Team', '1-time World Championship Best Forward', '1-time World Championship Most Points']","A franchise center, Crosby is a brilliant playmaker who sees the ice extremely well. He can use his blinding speed to blow by opponents, or challenge them using his superb stickhandling abilities. Plays with a lot of grit despite his size and is a very good faceoff man."
Jussi Jokinen,Finland,W/C,182,87,L,"['Cerebral Tactician', 'Sniper', 'Two-Way Forward']",,"('6', '192', '2001')","['1-time Olympic Silver Medal', '1-time World Championship Silver Medal', '1-time U18 WJC Bronze Medal', '2-time U20 WJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time Olympic Bronze Medal', '2-time Liiga Champion']",Jokinen is a skilled player who can play all forward positions with ease. Has excellent hockey sense and ancitipation in the offensive zone. Is a top-notch shootout guy. Somewhat lacking in size and strength.
Dion Phaneuf,Canada,D,193,102,L,['Heavy Hitter'],,"('1', '9', '2003')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '2-time CHL First All-Star Team', '1-time NHL All-Rookie Team', '1-time NHL First All-Star Team', '2-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman', '2-time WHL (East) First All-Star Team', '2-time WHL Top Defenseman (Bill Hunter Trophy)']",Brother: Dane Phaneuf
Thomas Vanek,Austria,LW/RW,188,97,R,,,"('1', '5', '2003')","['1-time AHL All-Rookie Team', '1-time NCAA (Championship) Winner', '1-time NCAA (West) Second All-American Team', '1-time NHL Second All-Star Team', '1-time USHL First All-Star Team', '1-time USHL Most Points']","Brother-in-law: Josef Vasicek
Father: Zdenek Vanek
Son: Blake Vanek

Vanek became the highest-drafted Austrian player in NHL history when he was taken 5th overall in 2003. The big winger played for 8 teams during his career: the Sabres, Islanders, Canadiens, Wild, Red Wings, Panthers, Canucks, and Blue Jackets. He was an 8x 25-goal scorer and retired in 2019 with 373 goals and 789 points."
Petr Prucha,Czechia,RW/LW,178,78,R,,,"('8', '240', '2002')","['1-time World Championship Gold Medal', '2-time World Championship Bronze Medal', '1-time Czech Extraliga Champion']","Průcha is an offensive winger who can skate very well. Owns quick hands and scoring ability. However, he isn't very big and can lose some physical battles."
Alexander Steen,Sweden / Canada,C,182,96,L,,,"('1', '24', '2002')","['2-time J20 SM Gold Medal', '1-time TV-Pucken Silver Medal', '1-time Olympic Silver Medal', '1-time NHL Stanley Cup Champion', '1-time SHL Champion', '2-time Swedish Junior Hockey Player of the Year (Årets Junior)', '1-time TV-Pucken Best Forward (Sven Tumbas Stipendium)']","Father: Thomas Steen
Brother: Hamilton Steen
Uncle: Malte Steen, Cousin: Jacob Steen"
Jeff Carter,Canada,C,191,98,R,,,"('1', '11', '2003')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '1-time U20 WJC Silver Medal', '1-time U17 WHC Bronze Medal', '1-time AHL Calder Cup Champion', '1-time CHL First All-Star Team', '1-time CHL Sportsman of the Year', '2-time NHL Stanley Cup Champion', '1-time OHL First All-Star Team', '1-time OHL Second All-Star Team', '2-time U20 WJC All-Star Team']",Carter was selected 11th overall in 2003 after scoring 71 points with the Soo Greyhounds and winning gold at the World Juniors. The big center has won 2 Stanley Cups and an Olympic gold medal. He is a 4x 30-goal scorer and set career highs with 46 goals and 84 points in 2009.
Colby Armstrong,Canada / USA,RW/LW,188,84,R,,,"('1', '21', '2001')","['1-time World Championship Gold Medal', '1-time World Championship Silver Medal', '1-time CHL Memorial Cup Champion', '1-time WHL Champion']","Father: Wayne Armstrong
Brother: Riley Armstrong
Son: Cruise Armstrong

Armstrong is a hard working winger who exhibits fine leadership qualities. He is a good teammate and plays a fairly well-rounded game with good two-way ability. Can sometimes deliver a big open-ice hit.
- Erik K."
Ryan Getzlaf,Canada,C,191,103,R,"['Leader', 'Playmaker']",,"('1', '19', '2003')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '2-time Olympic Gold Medal', '1-time World Cup Gold Medal', '1-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time NHL Second All-Star Team', '1-time NHL Stanley Cup Champion', '1-time WHL (East) First All-Star Team', '1-time WHL (East) Second All-Star Team']","Brother: Chris Getzlaf(external link)
Cousin: Ashley Getzlaf

Getzlaf is Anaheim's all-time leader in assists and games played. The 6'3 center also holds the franchise record for assists in a season, with 66 helpers in 2009. In just his 2nd NHL season, he helped the Ducks to win their first Stanley Cup, leading the team with 17 postseason points. The Ducks legend has won gold several times as well, including at the WJC18, WJC20, Olympics (x2), and World Cup."
Andrej Meszaros,Slovakia,D,188,99,L,,,"('1', '23', '2004')","['1-time U18 WJC Silver Medal', '1-time NHL All-Rookie Team', '1-time Slovakian Extraliga All-Star Team', '1-time Slovakian Extraliga Champion']","Meszároš is an offensive defenseman with great skating ability. Handles and rushses the puck with aplomb. Owns a big shot and body, but won't play much of a physical game. Sometimes blows his coverage defensively."
Keith Ballard,USA,D,180,93,L,,,"('1', '11', '2002')","['1-time World Championship Bronze Medal', '2-time NCAA (Championship) Winner', '1-time NCAA (West) First All-American Team', '1-time USHL Clark Cup Champion', '1-time USHL First All-Star Team']",Brother-in-Law: Nick Anthony
R.J. Umberger,USA,C/W,188,97,L,,,"('1', '16', '2001')","['1-time AHL Calder Cup Champion', '1-time NCAA (West) Second All-American Team']",
Ryan Whitney,USA,D,193,95,L,,,"('1', '5', '2002')",['1-time Olympic Silver Medal'],"Whitney was a defenseman with great size and fine offensive instincts. He had a good first pass and the skillset needed to man the point on the powerplay. Also skated well for a big man, with long, smooth strides.
- Erik K."
René Bourque,Canada,LW/RW,188,98,L,,,,"['1-time Olympic Bronze Medal', '1-time AHL All-Rookie Team', '1-time AHL Rookie of the Year (Red Garrett Memorial Award)']","Cousins: Mason Mitchell, Wayne Bourque"
Mike Richards,Canada,C,180,89,L,['PK Specialist'],,"('1', '24', '2003')","['1-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '1-time U20 WJC Silver Medal', '1-time AHL Calder Cup Champion', '1-time CHL Memorial Cup Champion', '1-time CHL Second All-Star Team', '2-time NHL Stanley Cup Champion', '1-time OHL Champion', '1-time OHL Second All-Star Team']","Brother: Matt Richards
Cousin: Jeff Richards"
Chris Campoli,Canada,D,183,91,L,,,"('7', '227', '2004')","['1-time ACH Champion', '1-time AHL All-Rookie Team', '2-time Allan Cup Champion', '1-time CHL Humanitarian of the Year', '1-time OHL Champion', '1-time OHL Second All-Rookie Team', '1-time OHL Third All-Star Team']","Chris Campoli was a defenseman with good puck-moving ability and playmaking skills. Although not overly large in stature, he could play a physical game.
- Erik K."
